"","Peoplesoft Level 4 Organization","Peoplesoft Level 5 Organization","Dept","Empl ID","D/I","Direct Pct of Total Hours - Aug 2016 - Jul 2017","Direct Pct of Base (Working) Hours -Aug 2016 - Jul 2017","Pct Indirect - Aug 2016 - Jul 2017","Total Labor Hours - Aug 2016 - Jul 2017","Total Base Labor Hours - Aug 2016 - Jul 2017","Total Indirect Labor Hours - Aug 2016 - Jul 2017","Direct Labor Hours - Aug 2016 - Jul 2017","Overtime Hours - Aug 2016 - Jul 2017","0041 / 0045 / 0061 PTO / Vacation / Sick Labor Hours - Aug 2016 - Jul 2017","0071 / 0077 / 0082 Personal Labor Hours - Aug 2016 - Jul 2017","0081 / Jury Duty Labor Hours - Aug 2016 - Jul 2017","0091 / Bereavement Labor Hours - Aug 2016 - Jul 2017","0094 / Military Leave Labor Hours - Aug 2016 - Jul 2017","0051 / Holiday Labor Hours - Aug 2016 - Jul 2017","Missing Labor Hours - Aug 2016 - Jul 2017","Mod Time Labor Hours - Aug 2016 - Jul 2017","SCA / Location Labor Hours - Aug 2016 - Jul 2017","Shift 2 Labor Hours - Aug 2016 - Jul 2017","Shift 3 Labor Hours - Aug 2016 - Jul 2017","Shift 4 Labor Hours - Aug 2016 - Jul 2017","Shift 5 Labor Hours - Aug 2016 - Jul 2017","Shift 6 Labor Hours - Aug 2016 - Jul 2017","Shift 7 Labor Hours - Aug 2016 - Jul 2017","NBI Labor Hours - Aug 2016 - Jul 2017","Hire Date","Union Code","Standard Hours","Work Schedule","state","Job Code","Grade","Title","Fringe Pool","Regular / Temporary","Reporting Level","Awaiting Access Labor Hours - Aug 2016 - Jul 2017","PAL Labor Hours - Aug 2016 - Jul 2017","Mgmt Alloc Labor Hours - Aug 2016 - Jul 2017","Primary Program Charged - 2016","Primary Program MA - 2016","Secondary Program Charged - 2016","emst","Term Class","Last Date Worked"
"6668","Engineering","Software Engineering","54863","X25123","D",0.908249158249158,0.999074074074074,0.000925925925925926,1188,1080,1,1079,0,64,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,2015-05-11,"IE2",26,"RHP","TX","CE39","G08","Sr Software Engineer I","FR55","R","7",0,0,0,"PGM854","BU2",NA,"1","0","."
"6669","Engineering","Software Engineering","54863","X21728","D",0.868939393939394,0.999128919860627,0.000871080139372822,1320,1148,1,1147,0,92,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,1998-08-31,"IE2",40,"N17","TX","CE39","E03","Sr Software Engineer I","FR55","R","7",0,0,0,"PGM494","BU2",NA,"0","Resignation","42811"
"6670","Engineering","Software Engineering","54863","X25917","D",0.895714285714286,0.999203187250996,0.000796812749003984,1400,1255,1,1254,0,65,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,2016-01-04,"IE2",40,"F13","TX","CE40","E04","Sr Software Engineer II","FR55","R","7",206.6,0,0,"PGM494","BU2",NA,"0","Resignation","42825"
"6671","Engineering","Software Engineering","54863","X13797","D",0.893088015912481,0.999443516972732,0.000556483027267668,2011,1797,1,1796,0,110,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,2015-07-06,"IE2",40,"SWW","TX","CE38","G07","Software Engineer II","FR55","R","7",0,0,0,"PGM854","BU2",NA,"0","Resignation","42937"
"6672","Engineering","Software Engineering","54863","X15209","D",0.955645161290323,0.995798319327731,0.00420168067226891,248,238,1,237,0,2,0,0,0,0,8,0,-8,0,0,0,0,0,0,0,152,2015-07-13,"IE2",40,"SWW","TX","CE37","E01","Software Engineer I","FR55","R","7",85,0,0,"Mgmt Alloc",NA,NA,"0","Resignation","42622"
"6673","Engineering","Software Engineering","54863","X16529","D",0.9765625,0.997340425531915,0.00265957446808511,1152,1128,3,1125,0,0,0,0,0,0,24,0,-8,0,0,0,0,0,0,0,0,2017-01-09,"IE2",40,"N17","TX","CE37","G06","Software Engineer I","FR55","R","7",564,0,0,"PGM489","HQ","PGM343","1","0","."
"6674","Engineering","Software Engineering","54863","X16774","D",0.919299951385513,1,0,2057,1891,0,1891,0,62,0,0,0,0,104,0,10,0,0,0,0,0,0,0,8,2015-01-26,"IE2",40,"N17","TX","CE42","G11","Sr Principal Software Eng","FR55","R","7",0,0,2,"PGM724","BU2","PGM747","1","0","."
"6675","Engineering","Software Engineering","54863","X26733","D",0.884856943475227,0.999211977935382,0.000788022064617809,1433,1269,1,1268,0,85,0,0,0,0,80,0,-2,0,0,0,0,0,0,0,0,2014-07-07,"IE2",40,"N17","TX","CE39","G08","Sr Software Engineer I","FR55","R","7",0,0,0,"PGM494","BU2",NA,"0","Resignation","42832"
"6676","Engineering","Software Engineering","54863","X22319","D",0.793388429752066,0.849557522123894,0.150442477876106,242,226,34,192,0,0,0,0,0,0,16,0,-2,0,0,0,0,0,0,0,0,2017-06-19,"IE2",40,"N17","TX","CE37","G06","Software Engineer I","FR55","R","7",192,0,0,"PGM489","HQ","Indirect","1","0","."
"6677","Engineering","Software Engineering","54863","X22106","D",0.927325581395349,0.972560975609756,0.0274390243902439,344,328,9,319,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,2017-05-30,"IE2",40,"N17","TX","CE37","G06","Software Engineer I","FR55","R","7",307.3,0,0,"PGM489","HQ","PGM242","1","0","."
"6678","Engineering","Software Engineering","54863","X27584","D",0.936886395511921,0.999501246882793,0.000498753117206983,2139,2005,1,2004,82,30,0,0,0,0,104,0,9,0,0,0,0,0,0,0,0,2016-04-04,"IE2",40,"SWW","TX","CE39","G08","Sr Software Engineer I","FR55","R","7",153.25,0,0,"PGM428","BU5",NA,"1","0","."
"6679","Engineering","Software Engineering","54863","X24833","D",0.903917220990392,0.996740016299918,0.0032599837000815,1353,1227,4,1223,74,46,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,2016-12-19,"IE2",40,"N17","TX","CE38","G07","Software Engineer II","FR55","R","7",11,0,0,"PGM724","BU2","PGM489","1","0","."
"6680","Engineering","Software Engineering","54863","X27051","D",0.878802747791953,0.973898858075041,0.0261011419249592,2038,1839,48,1791,0,96,0,0,0,0,104,0,65,0,0,0,0,0,0,0,0,2016-06-27,"IE2",40,"SWW","TX","CE38","G07","Software Engineer II","FR55","R","7",274,0,0,"PGM724","BU2",NA,"1","0","."
"6681","Engineering","Software Engineering","54863","X19936","D",0.944539249146758,0.988392857142857,0.0116071428571429,2344,2240,26,2214,256,0,0,0,0,0,104,0,-8,0,0,0,0,0,0,0,0,2016-08-01,"IE2",40,"SWW","TX","CE37","G06","Software Engineer I","FR55","R","8",143,0,0,"PGM428","BU5","Indirect","1","0","."
"6682","Engineering","Software Engineering","54863","X18095","D",0.884544618215271,0.990216271884655,0.009783728115345,2174,1942,19,1923,99,128,0,0,0,0,104,0,-1,0,0,0,0,0,0,0,0,1980-06-02,"IE2",40,"SWW","TX","CE41","G10","Principal Software Engineer","FR55","R","7",0,0,13,"PGM724","BU2","Indirect","1","0","."
"6683","Engineering","Software Engineering","54863","X22246","D",0.956866197183099,0.999080882352941,0.000919117647058824,1136,1088,1,1087,0,24,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,2017-01-09,"IE2",40,"SWW","TX","CE37","G06","Software Engineer I","FR55","R","7",548,0,0,"PGM489","HQ","PGM633","1","0","."
"6684","Engineering","Software Engineering","54863","X19560","D",0.900506678949793,0.982905982905983,0.0170940170940171,2171,1989,34,1955,102,78,0,0,0,0,104,0,-8,0,0,0,0,0,0,0,0,2014-08-18,"IE2",40,"N17","TX","CE40","G09","Sr Software Engineer II","FR55","R","7",0,0,2,"PGM854","BU2","Indirect","1","0","."
"6685","Engineering","Software Engineering","54863","X18183","D",0.975961538461538,0.999015748031496,0.00196850393700787,1040,1016,2,1015,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,2017-01-30,"IE2",40,"N17","TX","CE37","G06","Software Engineer I","FR55","R","7",444,0,0,"PGM343","BU6","PGM489","1","0","."
"6686","Engineering","Software Engineering","54863","X20766","D",0.844226579520697,0.998711340206186,0.00128865979381443,918,776,1,775,0,70,0,0,0,0,72,0,10,0,0,0,0,0,0,0,0,2016-04-18,"IE2",40,"T13","TX","CE37","E01","Software Engineer I","FR55","R","7",649,0,0,"PGM489","HQ",NA,"0","Resignation","42748"
"6687","Engineering","Software Engineering","54863","X18757","D",0.8999518999519,0.999465811965812,0.000534188034188034,2079,1872,1,1871,0,103,0,0,0,0,104,0,-7,0,0,0,0,0,0,0,0,2015-07-06,"IE2",40,"SWW","TX","CE41","G10","Principal Software Engineer","FR55","R","7",0,0,0,"PGM854","BU2",NA,"1","0","."
"6688","Engineering","Software Engineering","54863","X16331","D",0.913717886572952,0.991583377169911,0.00841662283008943,2063,1901,16,1885,33,66,0,0,0,0,96,0,14,0,0,0,0,0,0,0,0,2009-06-29,"IE2",40,"SWW","TX","CE39","G08","Sr Software Engineer I","FR55","R","7",44,0,0,"PGM724","BU2","PGM242","1","0","."
"6689","Engineering","Software Engineering","54863","X20576","D",0.878498727735369,0.998553868402025,0.00144613159797542,1572,1383,2,1381,6,93,0,16,0,0,80,0,-5,0,0,0,0,0,0,0,0,2014-09-22,"IE2",40,"N17","TX","CE38","G07","Software Engineer II","FR55","R","7",0,0,0,"PGM494","BU2","Indirect","0","Discharge","42857"
"6690","Engineering","Software Engineering","54863","X21571","D",0.56353305785124,0.650178784266984,0.349821215733016,1936,1678,587,1091,105,125,0,0,46,0,88,0,-6,0,0,0,0,0,0,0,0,2015-06-15,"IE2",40,"SWW","TX","BC15","G10","Princpl Sys Integratn Tchnl","FR55","R","6",72,0,0,"PGM724","BU2","Indirect","1","0","."
"6691","Engineering","Software Engineering","54863","X22834","D",0.935108958837772,0.999482401656315,0.0005175983436853,2065,1932,1,1931,34,29,0,0,0,0,104,0,-6,0,0,0,0,0,0,0,0,2016-05-16,"IE2",40,"T13","TX","CE37","G06","Software Engineer I","FR55","R","7",305,0,0,"PGM724","BU2",NA,"1","0","."
"6692","Engineering","Software Engineering","54863","X14309","D",0.205673758865248,0.23015873015873,0.76984126984127,705,630,485,145,0,52,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,2015-02-02,"IE2",40,"N17","TX","CE38","E02","Software Engineer II","FR55","R","7",0,0,0,"Mgmt Alloc",NA,NA,"0","Discharge","42704"
"6693","Engineering","Software Engineering","54863","X22919","D",0.962962962962963,1,0,864,832,0,832,0,8,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,2017-03-01,"IE2",40,"SWW","TX","CE40","G09","Sr Software Engineer II","FR55","R","7",0,0,0,"PGM724","BU2",NA,"1","0","."
"6694","Engineering","Software Engineering","54863","X22459","D",0.887844979448033,0.983734547820429,0.0162654521795706,1703,1537,25,1512,23,86,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,2015-04-27,"IE2",40,"SWW","TX","CE38","G07","Software Engineer II","FR55","R","7",0,0,0,"PGM494","BU2",NA,"0","Resignation","42874"
"6695","Engineering","Software Engineering","54863","X17302","D",0.797872340425532,0.9131156613171,0.0868843386828998,2068,1807,157,1650,62,53,0,0,0,120,88,0,34,0,0,0,0,0,0,0,0,2015-12-14,"IE2",40,"F13","TX","CE37","G06","Software Engineer I","FR55","R","7",617.9,0,0,"PGM724","BU2","Indirect","1","0","."
"6696","Engineering","Software Engineering","54863","X27336","D",0.895673076923077,0.986758474576271,0.013771186440678,2080,1888,26,1863,0,88,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,2015-07-06,"IE2",40,"SWW","TX","CE40","G09","Sr Software Engineer II","FR55","R","7",2,0,0,"PGM724","BU2","Indirect","1","0","."
"6697","Engineering","Software Engineering","54863","X29781","D",0.909284497444634,1,0,2348,2135,0,2135,268,109,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,2015-01-12,"IE2",40,"SWW","TX","CE38","G07","Software Engineer II","FR55","R","7",0,0,0,"PGM854","BU2",NA,"1","0","."
"6698","Engineering","Software Engineering","54863","X20563","D",0.896669931439765,0.999454148471616,0.000545851528384279,2042,1832,1,1831,12,106,0,0,0,0,104,0,38,0,0,0,0,0,0,0,0,2015-05-04,"IE2",40,"N17","TX","CE39","G08","Sr Software Engineer I","FR55","R","7",0,0,0,"PGM854","BU2",NA,"1","0","."
"6699","Engineering","Software Engineering","54863","X14933","D",0.8645903859174,0.930080116533139,0.0706482155863074,1477,1373,97,1277,0,8,0,0,0,0,96,0,3,0,0,0,0,0,0,0,0,2016-11-14,"IE2",40,"F13","TX","CE37","G06","Software Engineer I","FR55","R","7",473.5,0,0,"PGM541","BU6","PGM489","1","0","."
"6700","Engineering","Software Engineering","54863","X17409","D",0.781906300484653,0.839306358381503,0.160693641618497,1857,1730,278,1452,0,39,0,0,0,0,88,0,-5,0,0,0,0,0,0,0,0,2016-03-21,"IE2",40,"N17","TX","CE40","G09","Sr Software Engineer II","FR55","R","7",1043,0,0,"PGM489","HQ","PGM709","0","Other","42908"
"6701","Engineering","Software Engineering","54864","X17752","D",0.893034825870647,0.986263736263736,0.0137362637362637,402,364,5,359,0,22,0,0,0,0,16,0,0,0,0,0,0,0,0,0,296.75,2016-05-23,"RN1",40,"SWW","TX","ST03","G04","TechStudent-Junior","FR55","R","7",15,0,0,"PGM549","HQ","PGM545","1","0","."
"6702","Engineering","Software Engineering","54864","X26184","D",0.967213114754098,0.967213114754098,0.0327868852459016,122,122,4,118,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,2017-07-10,"IE2",40,"SWW","TX","CE40","G09","Sr Software Engineer II","FR55","R","7",118,0,0,"PGM489","HQ","Indirect","1","0","."
"6703","Engineering","Software Engineering","54864","X22238","D",0.893236714975845,1,0.000540832882639265,2070,1849,1,1849,35,93,0,24,0,0,104,0,63,0,0,0,0,0,0,0,0,1998-06-22,"IE2",40,"T13","TX","CE39","G08","Sr Software Engineer I","FR55","R","7",0,0,0,"PGM322","BU2",NA,"1","0","."
"6704","Engineering","Software Engineering","54864","X28520","D",0.889705882352941,0.999449339207048,0.000550660792951542,2040,1816,1,1815,0,120,0,0,0,0,104,42,-2,0,0,0,0,0,0,0,0,2012-05-21,"IE2",40,"SWW","TX","CE37","G06","Software Engineer I","FR55","R","7",0,0,0,"PGM242","BU2","Indirect","1","0","."
"6705","Engineering","Software Engineering","54864","X26824","D",0.722303562713519,0.785979819437069,0.214551248008497,2049,1883,404,1480,0,62,0,0,0,0,104,0,-10,0,0,0,0,0,0,0,0,2016-06-06,"IE2",40,"SWW","TX","CE37","G06","Software Engineer I","FR55","R","7",843,0,0,"PGM489","HQ","PGM794","1","0","."
"6706","Engineering","Software Engineering","54864","X20564","D",0.74202626641651,0.817148760330578,0.182851239669421,1066,968,177,791,8,18,0,0,0,0,80,0,-7,0,0,0,0,0,0,0,0,2016-04-25,"IE2",40,"N17","TX","CE40","E04","Sr Software Engineer II","FR55","R","6",0,0,0,"Indirect","HQ",NA,"0","Resignation","42766"
"6707","Engineering","Software Engineering","54864","X11131","D",0.916301703163017,1,0,2055,1883,0,1883,0,61,0,8,0,0,104,0,-1,0,0,0,0,0,0,0,62,2014-09-08,"IE2",40,"N17","TX","CE39","G08","Sr Software Engineer I","FR55","R","7",0,0,0,"PGM732","BU2","PGM549","1","0","."
"6708","Engineering","Software Engineering","54864","X23122","D",0.945092656142759,1,0,1457,1377,0,1377,132,0,0,0,0,0,80,0,-5,0,0,0,0,0,0,0,0,1994-07-11,"IE2",40,"SWW","TX","CE41","G10","Principal Software Engineer","FR55","R","6",0,0,1,"PGM854","BU2","Mgmt Alloc","1","0","."
"6709","Engineering","Software Engineering","54864","X15413","D",0.840364333652924,0.933937133724028,0.0660628662759723,2086,1877,124,1753,30,105,0,0,0,0,104,0,-2,0,0,0,0,0,0,0,69.5,2014-11-17,"IE2",40,"T13","TX","CE40","G09","Sr Software Engineer II","FR55","R","6",0,0,42.5,"PGM251","BU4","Indirect","1","0","."
"6710","Engineering","Software Engineering","54864","X20162","D",0.80952380952381,0.904352498656636,0.0956475013433638,2079,1861,178,1683,8,114,0,0,0,0,104,0,9,0,0,0,0,0,0,0,470.5,2014-04-21,"IE2",40,"T13","TX","CE38","G07","Software Engineer II","FR55","R","7",0,0,0,"PGM545","BU2","Indirect","1","0","."
"6711","Engineering","Software Engineering","54864","X13885","D",0.897250361794501,1,0,2073,1860,0,1860,3,109,0,0,0,0,104,0,2,0,0,0,0,0,0,0,0,2014-10-27,"IE2",40,"T13","TX","CE40","G09","Sr Software Engineer II","FR55","R","7",151,0,0,"PGM727","BU2",NA,"1","0","."
"6712","Engineering","Software Engineering","54864","X20762","D",0.896085065248913,0.989327641408751,0.0106723585912487,2069,1874,20,1854,21,91,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,2016-02-22,"IE2",40,"SWW","TX","CE38","G07","Software Engineer II","FR55","R","7",200,0,0,"PGM428","BU5","PGM489","1","0","."
"6713","Engineering","Software Engineering","54864","X27238","D",0.86761811023622,0.995482778091474,0.00451722190852626,2032,1771,8,1763,0,157,0,0,0,0,104,0,0,0,0,0,0,0,0,0,853,2015-06-15,"RN1",40,"SWW","TX","ST04","G05","TechStudent-Senior","FR55","R","7",0,0,0,"PGM251","BU4","PGM549","1","0","."
"6714","Engineering","Software Engineering","54864","X20896","D",0.911807228915663,0.978283350568769,0.0217166494312306,2075,1934,42,1892,0,37,0,0,0,0,104,0,0,0,0,0,0,0,0,0,71.8,2016-08-01,"IE2",40,"SWW","TX","CE38","G07","Software Engineer II","FR55","R","7",0,0,0,"PGM251","BU4","PGM218","1","0","."
"6715","Engineering","Software Engineering","54864","X29812","D",0.966666666666667,0.966666666666667,0.0333333333333333,120,120,4,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-07-10,"IE2",40,"N17","TX","CE38","G07","Software Engineer II","FR55","R","7",81,0,0,"PGM489","HQ","PGM242","1","0","."
"6716","Engineering","Software Engineering","54864","X22659","D",0.838113757899854,0.96528555431131,0.0347144456886898,2057,1786,62,1724,0,167,0,0,0,0,104,0,0,0,0,0,0,0,0,0,411,1998-06-01,"IE2",40,"SWW","TX","CE39","G08","Sr Software Engineer I","FR55","R","7",1073.5,0,0,"PGM489","HQ","PGM549","1","0","."
"6717","Engineering","Software Engineering","54864","X17293","D",0.897539149888143,0.994546355974219,0.0059494298463064,2235,2017,12,2006,160,122,0,0,0,0,96,0,3,0,0,0,0,0,0,0,1874.5,2013-12-09,"IE2",40,"T13","TX","CE40","G09","Sr Software Engineer II","FR55","R","7",0,0,0,"PGM549","HQ","Indirect","1","0","."
"6718","Engineering","Software Engineering","54864","X15724","D",0.87939453125,0.949894514767933,0.0501054852320675,2048,1896,95,1801,0,48,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,2016-01-18,"IE2",40,"N17","TX","CE37","G06","Software Engineer I","FR55","R","7",682,0,0,"PGM727","BU2","PGM489","1","0","."
"6719","Engineering","Software Engineering","54864","X22717","D",0.548611111111111,0.548611111111111,0.458333333333333,144,144,66,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-07-05,"IE2",40,"N17","TX","CE37","G06","Software Engineer I","FR55","R","7",78.5,0,0,"PGM489","HQ","Indirect","1","0","."
"6720","Engineering","Software Engineering","54864","X16725","D",0.900774443368829,0.999462943071966,0.000537056928034372,2066,1862,1,1861,0,100,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,2016-05-23,"IE2",40,"SWW","TX","CE39","G08","Sr Software Engineer I","FR55","R","7",0,0,0,"PGM900","BU2","PGM242","1","0","."
"6721","Engineering","Software Engineering","54864","X16646","D",0.894612196566015,0.999338624338624,0.000661375661375661,1689,1512,1,1511,0,91,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,2015-06-01,"IE2",40,"SWW","TX","CE37","G06","Software Engineer I","FR55","R","7",0,0,0,"PGM900","BU2","PGM331","1","0","."
"6722","Engineering","Software Engineering","54864","X13171","D",0.877285851780558,1,0.000548546352166758,2078,1823,1,1823,0,151,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,2015-06-22,"IE2",40,"N17","TX","CE37","G06","Software Engineer I","FR55","R","7",423.5,0,0,"PGM242","BU2","PGM218","1","0","."
"6723","Engineering","Software Engineering","54864","X16038","D",0.91077694235589,0.999449944994499,0.00055005500550055,1995,1818,1,1817,22,73,0,0,0,0,104,0,4,0,0,0,0,0,0,0,0,2014-06-02,"IE2",40,"SWW","TX","CE37","G06","Software Engineer I","FR55","R","7",0,0,0,"PGM900","BU2","PGM331","0","Resignation","42928"
"6724","Engineering","Software Engineering","54864","X10355","D",0.903576278859212,0.984706462752837,0.0152935372471633,2209,2027,31,1996,129,78,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,2014-12-15,"IE2",40,"SWW","TX","CE38","G07","Software Engineer II","FR55","R","7",0,0,0,"PGM242","BU2","Indirect","1","0","."
"6725","Engineering","Software Engineering","54864","X17252","D",0.940568475452196,0.987788331071913,0.0122116689280868,774,737,9,728,0,13,0,0,0,0,24,0,0,0,0,0,0,0,0,0,611,2016-10-24,"RN1",40,"SWW","TX","ST03","G04","TechStudent-Junior","FR55","R","7",0,0,0,"PGM549","HQ","PGM676","1","0","."
"6726","Engineering","Software Engineering","54864","X19718","D",0.907936507936508,1,0,1260,1144,0,1144,5,28,0,0,0,0,88,7,0,0,0,0,0,0,0,0,0,2016-12-19,"IE2",40,"SWW","TX","CE38","G07","Software Engineer II","FR55","R","7",0,0,0,"PGM242","BU2","Indirect","1","0","."
"6727","Engineering","Software Engineering","54864","X26860","D",0.939285714285714,1,0,280,263,0,263,0,10,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2015-03-02,"IE2",40,"SWW","TX","CE40","E04","Sr Software Engineer II","FR55","R","7",0,0,0,"Mgmt Alloc",NA,NA,"0","Resignation","42629"
"6728","Engineering","Software Engineering","54864","X22428","D",0.888996138996139,1,0,2072,1842,0,1842,0,126,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,2014-10-27,"IE2",40,"T13","TX","CE38","G07","Software Engineer II","FR55","R","7",0,0,0,"PGM727","BU2",NA,"1","0","."
"6729","Engineering","Software Engineering","54864","X13063","D",0.908305328852616,0.987473903966597,0.0125260960334029,2083,1916,24,1892,8,63,0,0,0,0,104,0,1,0,0,0,0,0,0,0,0,2015-11-23,"IE2",40,"SWW","TX","CE38","G07","Software Engineer II","FR55","R","7",0,0,0,"PGM242","BU2",NA,"1","0","."
"6730","Engineering","Software Engineering","54864","X28985","D",0.922354104846686,0.998394004282655,0.00214132762312634,2022,1868,4,1865,0,50,0,0,0,0,104,0,2,0,0,0,0,0,0,0,811.4,2016-01-04,"IE2",40,"SWW","TX","CE38","G07","Software Engineer II","FR55","R","7",0,0,0,"PGM549","HQ","PGM218","1","0","."
"6731","Engineering","Software Engineering","54864","X17486","D",0.909618173030449,0.999468932554434,0.000531067445565587,2069,1883,1,1882,18,82,0,0,0,0,104,0,27,0,0,0,0,0,0,0,0,2013-06-03,"IE2",40,"RHP","TX","CE37","G06","Software Engineer I","FR55","R","7",0,0,0,"PGM242","BU2",NA,"1","0","."
"6732","Engineering","Software Engineering","54864","X12289","D",0.908735332464146,1,0,1534,1394,0,1394,54,61,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,2016-02-01,"IE2",40,"SWW","TX","CE41","G10","Principal Software Engineer","FR55","R","7",0,0,0,"PGM242","BU2",NA,"0","Resignation","42839"
"6733","Engineering","Software Engineering","54864","X24405","D",0.909266409266409,0.99946949602122,0.000530503978779841,2072,1885,1,1884,0,83,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,2013-06-03,"IE2",40,"SWW","TX","CE38","G07","Software Engineer II","FR55","R","7",0,0,0,"PGM900","BU2",NA,"1","0","."
"6734","Engineering","Software Engineering","54864","X28246","D",0.914825046040516,1,0,2172,1987,0,1987,120,82,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,2007-06-04,"IE2",40,"SWW","TX","CE41","G10","Principal Software Engineer","FR55","R","7",0,0,0,"PGM242","BU2",NA,"1","0","."
"6735","Engineering","Software Engineering","54864","X17358","D",0.897916666666667,0.992173112338858,0.00782688766114181,2400,2172,17,2155,323,124,0,0,0,0,104,0,2,0,0,0,0,0,0,0,0,2014-06-09,"IE2",40,"SWW","TX","CE38","G07","Software Engineer II","FR55","R","7",0,0,0,"PGM242","BU2",NA,"1","0","."
"6736","Engineering","Software Engineering","54864","X11516","D",0.861417322834646,0.920875420875421,0.0791245791245791,635,594,47,547,0,17,0,0,0,0,24,0,0,0,0,0,0,0,0,0,546,2015-05-26,"IE2",40,"T13","TX","CE38","E02","Software Engineer II","FR55","R","7",0,0,0,"Mgmt Alloc",NA,NA,"0","Resignation","42706"
"6737","Engineering","Software Engineering","54864","X18475","D",0.871099050203528,0.949704142011834,0.0502958579881657,2211,2028,102,1926,136,79,0,0,0,0,104,0,-18,0,0,0,0,0,0,0,262.5,2015-10-19,"IE2",40,"N27","TX","CE42","G11","Sr Principal Software Eng","FR55","R","6",0,0,66.5,"PGM859","BU4","PGM507","1","0","."
"6738","Engineering","Software Engineering","54864","X14804","D",0.884895580378825,0.981681034482759,0.0183189655172414,2059,1856,34,1822,0,99,0,0,0,0,104,0,25,0,0,0,0,0,0,0,0,2014-06-02,"IE2",40,"SWW","TX","CE37","G06","Software Engineer I","FR55","R","7",0,0,0,"PGM322","BU2","Indirect","1","0","."
"6739","Engineering","Software Engineering","54864","X10711","D",0.877858880778589,0.991208791208791,0.00879120879120879,2055,1820,16,1804,0,131,0,0,0,0,104,0,0,0,0,0,0,0,0,0,598.25,2011-02-28,"IE2",40,"SWW","TX","CE38","G07","Software Engineer II","FR55","R","7",0,0,0,"PGM549","HQ","PGM322","1","0","."
"6740","Engineering","Software Engineering","54864","X19560","D",0.925569620253165,0.999453253143794,0.000546746856205577,1975,1829,1,1828,0,42,0,0,0,0,104,0,0,0,0,0,0,0,0,0,1750.5,2016-06-27,"IE2",40,"SWW","TX","CE41","G10","Principal Software Engineer","FR55","R","7",51.5,0,10,"PGM549","HQ","PGM489","1","0","."
"6741","Engineering","Software Engineering","54864","X16847","D",0.912702305051496,0.986744432661718,0.0132555673382821,2039,1886,25,1861,0,49,0,0,0,0,104,0,2,0,0,0,0,0,0,0,0,2015-12-14,"IE2",40,"SWW","TX","CE37","G06","Software Engineer I","FR55","R","7",563.4,0,0,"PGM322","BU2","PGM494","1","0","."
"6742","Engineering","Software Engineering","54864","X11723","D",0.929636533084809,0.997001499250375,0.00299850074962519,2146,2001,6,1995,74,33,0,0,0,0,113,0,1,0,0,0,0,0,0,0,0,1996-04-15,"IE2",40,"T13","TX","CE40","G09","Sr Software Engineer II","FR55","R","6",0,0,0,"PGM349","BU2","PGM331","1","0","."
"6743","Engineering","Software Engineering","54864","X20978","D",0.934710438952416,0.999605522682446,0.000394477317554241,2711,2535,1,2534,647,89,0,0,0,0,88,0,-31,0,0,0,0,0,0,0,0,2015-04-27,"IE2",40,"SWW","TX","CE42","G11","Sr Principal Software Eng","FR55","R","6",0,0,0,"PGM349","BU2","Indirect","1","0","."
"6744","Engineering","Software Engineering","54864","X12247","D",0.6046875,0.687388987566607,0.312611012433393,640,563,176,387,0,70,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2014-11-10,"IE2",40,"T13","TX","CE40","E04","Sr Software Engineer II","FR55","R","7",0,0,0,"Mgmt Alloc",NA,NA,"0","Resignation","42692"
"6745","Engineering","Software Engineering","54864","X22794","D",0.88622754491018,1,0,1002,888,0,888,0,34,0,0,0,0,80,0,-1,0,0,0,0,0,0,0,0,2015-03-09,"IE2",40,"N17","TX","CE38","E02","Software Engineer II","FR55","R","7",0,0,0,"PGM732","BU2",NA,"0","Discharge","42758"
