"","Peoplesoft Level 4 Organization","Peoplesoft Level 5 Organization","Dept","Empl ID","D/I","Direct Pct of Total Hours - Aug 2016 - Jul 2017","Direct Pct of Base (Working) Hours -Aug 2016 - Jul 2017","Pct Indirect - Aug 2016 - Jul 2017","Total Labor Hours - Aug 2016 - Jul 2017","Total Base Labor Hours - Aug 2016 - Jul 2017","Total Indirect Labor Hours - Aug 2016 - Jul 2017","Direct Labor Hours - Aug 2016 - Jul 2017","Overtime Hours - Aug 2016 - Jul 2017","0041 / 0045 / 0061 PTO / Vacation / Sick Labor Hours - Aug 2016 - Jul 2017","0071 / 0077 / 0082 Personal Labor Hours - Aug 2016 - Jul 2017","0081 / Jury Duty Labor Hours - Aug 2016 - Jul 2017","0091 / Bereavement Labor Hours - Aug 2016 - Jul 2017","0094 / Military Leave Labor Hours - Aug 2016 - Jul 2017","0051 / Holiday Labor Hours - Aug 2016 - Jul 2017","Missing Labor Hours - Aug 2016 - Jul 2017","Mod Time Labor Hours - Aug 2016 - Jul 2017","SCA / Location Labor Hours - Aug 2016 - Jul 2017","Shift 2 Labor Hours - Aug 2016 - Jul 2017","Shift 3 Labor Hours - Aug 2016 - Jul 2017","Shift 4 Labor Hours - Aug 2016 - Jul 2017","Shift 5 Labor Hours - Aug 2016 - Jul 2017","Shift 6 Labor Hours - Aug 2016 - Jul 2017","Shift 7 Labor Hours - Aug 2016 - Jul 2017","NBI Labor Hours - Aug 2016 - Jul 2017","Hire Date","Union Code","Standard Hours","Work Schedule","state","Job Code","Grade","Title","Fringe Pool","Regular / Temporary","Reporting Level","Awaiting Access Labor Hours - Aug 2016 - Jul 2017","PAL Labor Hours - Aug 2016 - Jul 2017","Mgmt Alloc Labor Hours - Aug 2016 - Jul 2017","Primary Program Charged - 2016","Primary Program MA - 2016","Secondary Program Charged - 2016","emst","Term Class","Last Date Worked"
"1","BU1","BU1 General Management","54190","X12258","I",0,0,1,2056,1833,1833,0,0,119,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,1988-05-23,"R0",40,"SWW","CO","CF17","G15","Vice President-Product Line II","FR56","R","5",0,0,0,"Indirect","HQ",NA,"1","0","."
"2","BU1","BU1 General Management","54431","X21877","I",0.832364341085271,0.959776536312849,0.0402234636871508,2064,1790,72,1718,0,195,0,0,0,0,80,8,0,0,0,0,0,0,0,0,0,1994-12-27,"R0",40,"N27","VA","CF29","G13","Director I-Program Management","FR59","R","5",0,0,0,"PGM256","HQ","Indirect","1","0","."
"3","BU1","BU1 General Management","54431","X29683","I",0,0,1,2542,2221,2221,0,464,217,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,2007-12-04,"R0",40,"SWW","VA","NL05","G05","Executive Assistant Senior","FR59","R","5",0,0,0,"Indirect","HQ",NA,"1","0","."
"4","BU1","SBU 33","54491","X19844","I",0,0,1,2178,1897,1897,0,110,201,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,2007-11-19,"RN9",40,"SWW","FL","BA38","G11","Mgr III Human Resources","FR53","R","5",0,0,0,"Indirect","HQ",NA,"1","0","."
"5","BU1","SBU 33","54534","X18048","I",0.0496489468405216,0.0559006211180124,0.944664031620553,1994,1771,1673,99,0,151,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,2010-08-30,"RN9",40,"SWW","FL","NG04","G04","Site Security Specialist","FR53","R","8",0,0,0,"Indirect","HQ","PGM391","1","0","."
"6","BU1","SBU 33","54534","X11455","D",0.125,0.125,0.875,40,40,35,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-07-24,"RN9",40,"SWW","VA","IA03","G08","Sr Info Assur Cyber Spec I","FR53","R","7",0,0,0,"Indirect","HQ","PGM207","1","0","."
"7","BU1","SBU 33","54534","X27617","I",0.69234884965222,0.792892156862745,0.207107843137255,1869,1632,338,1294,17,142,0,0,24,0,72,0,-7,0,0,0,0,0,0,0,18,2012-01-30,"RN9",20,"RHP","VA","BA66","G10","Cnsltng Indust Security Spec","FR53","R","7",0,0,0,"Indirect","HQ","PGM291","1","0","."
"8","BU1","SBU 33","54534","X24740","I",0.0385708485586683,0.043418647166362,0.956581352833638,2463,2188,2093,95,419,196,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,2005-10-15,"RN9",40,"SWW","FL","BA61","G10","Mgr II Industrial Security","FR53","R","7",0,0,0,"Indirect","HQ","PGM391","1","0","."
"9","BU1","SBU 33","54642","X16168","I",0.0484622553588071,0.0560949298813377,0.943905070118662,2146,1854,1750,104,74,196,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,2012-04-09,"RN9",40,"SWW","FL","CS21","G07","Cyber  Engineer II","FR53","R","7",0,0,0,"Indirect","HQ","PGM248","1","0","."
"10","BU1","SBU 33","54642","X10490","I",0.0193610842207164,0.0214707461084273,0.978529253891573,2066,1863,1823,40,107,131,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,2009-08-25,"RN9",40,"SWW","FL","CS23","G09","Sr. Cyber Engineer II","FR53","R","7",0,0,0,"Indirect","HQ","PGM248","1","0","."
"11","BU1","SBU 33","54664","X12155","D",0.756083429895713,0.788519637462236,0.211480362537764,1726,1655,350,1305,46,39,0,0,0,0,32,0,0,0,0,0,0,0,0,0,79.1,2016-05-02,"RN9",40,"SWW","VA","IA04","G09","Sr Info Assur Cyber Spec II","FR53","R","7",0,0,0,"Indirect","HQ","PGM532","0","Resignation","42874"
"12","BU1","SBU 33","54664","X15944","D",0.9013470681458,0.99780701754386,0.00219298245614035,2524,2280,5,2275,488,164,0,0,0,0,80,0,0,0,0,0,0,0,0,0,150.5,2012-05-21,"RN9",40,"SWW","FL","BA65","G09","Prncpl Indust Security Spec","FR53","R","8",0,0,0,"PGM468","BU1","PGM391","1","0","."
"13","BU1","SBU 33","54664","X26131","D",0.307432432432432,0.340641711229947,0.659358288770053,2072,1870,1233,637,0,122,0,0,0,0,80,0,0,0,0,0,0,0,0,0,3,2015-11-30,"RN9",40,"SWW","TX","BA64","G08","Sr Industrial Security Spec","FR53","R","8",0,0,0,"Indirect","HQ","PGM887","1","0","."
"14","BU1","SBU 33","54664","X23052","D",0.525585844093735,0.589908749329039,0.410091250670961,2091,1863,764,1099,35,148,0,0,0,0,80,0,0,0,0,0,0,0,0,0,130.4,2010-10-18,"RN9",40,"SWW","SC","BA62","G07","Industrial Security Spec II","FR53","R","8",0,0,0,"Indirect","HQ","PGM433","1","0","."
"15","BU1","SBU 33","54664","X26911","D",0.622401073105298,0.689450222882615,0.310549777117385,1491,1346,418,928,65,105,0,0,0,0,40,0,2,0,0,0,0,0,0,0,23.5,2016-11-21,"RN9",40,"SWW","FL","IA02","G07","Info Assurance Cyber Spec II","FR53","R","7",0,0,0,"PGM721","BU1","Indirect","1","0","."
"16","BU1","SBU 33","54664","X17575","D",0.638297872340426,0.679297597042514,0.320702402957486,2303,2164,694,1470,268,59,0,0,0,0,80,0,0,0,0,0,0,0,0,0,715.25,2014-08-11,"RN9",40,"SWW","FL","BA65","G09","Prncpl Indust Security Spec","FR53","R","8",0,0,0,"Indirect","HQ","PGM686","1","0","."
"17","BU1","SBU 33","54664","X23980","D",0.409722222222222,0.447939262472885,0.552060737527115,2016,1844,1018,826,45,84,0,0,0,0,88,0,0,0,0,0,0,0,0,0,81.2,2012-03-12,"RN9",40,"SWW","FL","IA01","G06","Info Assurance Cyber Spec I","FR53","R","7",0,0,0,"Indirect","HQ","PGM504","1","0","."
"18","BU1","SBU 33","54664","X21321","D",0.167452830188679,0.174019607843137,0.825980392156863,424,408,337,71,28,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,2.5,2017-05-22,"RN9",40,"SWW","MD","BA64","G08","Sr Industrial Security Spec","FR53","R","8",0,0,0,"Indirect","HQ","PGM391","1","0","."
"19","BU1","SBU 33","54664","X23830","D",0.450859950859951,0.507607192254495,0.493084370677732,1628,1446,713,734,41,130,0,0,0,0,52,0,0,0,0,0,0,0,0,0,8,2006-12-04,"RN9",40,"SWW","VA","BA61","G10","Mgr II Industrial Security","FR53","R","8",0,0,0,"Indirect","HQ","PGM761","1","0","."
"20","BU1","SBU 33","54664","X20122","D",0.317710902812038,0.36078431372549,0.63921568627451,2027,1785,1141,644,4,154,0,0,0,0,88,0,0,0,0,0,0,0,0,0,15,2009-01-12,"RN9",40,"SWW","AL","IA03","G08","Sr Info Assur Cyber Spec I","FR53","R","7",0,0,0,"Indirect","HQ","PGM346","1","0","."
"21","BU1","SBU 33","54664","X28390","D",0.705438066465257,0.749899638699318,0.250501806503412,2648,2491,624,1868,596,110,0,0,0,0,47,1,0,0,0,0,0,0,0,0,313.5,2014-08-11,"RN9",40,"SWW","FL","IA04","G09","Sr Info Assur Cyber Spec II","FR53","R","6",0,0,0,"Indirect","HQ","PGM391","1","0","."
"22","BU1","SBU 33","54664","X23728","D",0.10334788937409,0.119932432432432,0.880067567567568,2061,1776,1563,213,0,205,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0.4,2006-12-04,"RN9",40,"SWW","GA","BA64","G08","Sr Industrial Security Spec","FR53","R","8",0,0,0,"Indirect","HQ",NA,"1","0","."
"23","BU1","SBU 33","54751","X18019","I",0,0,1,2068,1686,1686,0,0,254,0,0,24,0,104,0,0,0,0,0,0,0,0,0,0,1985-06-10,"R0",40,"SWW","FL","CF29","G13","Director I-Program Management","FR53","R","5",0,0,0,"Indirect","HQ",NA,"1","0","."
"24","BU1","SBU 33","54752","X17059","I",0,0,1,2065,1739,1739,0,0,222,0,0,0,0,104,0,4,0,0,0,0,0,0,0,0,1991-09-04,"R0",40,"SWW","FL","DB62","G13","Dir I General","FR56","R","6",0,0,0,"Indirect","HQ",NA,"1","0","."
"25","BU1","SBU 33","54753","X10346","D",0.874878286270691,1,0,2054,1797,0,1797,0,153,0,0,0,0,104,0,0,0,0,0,0,0,0,0,2,1997-03-24,"R0",40,"N27","VA","CF28","G12","Sr. Manager-Program Management","FR56","R","6",0,0,0,"PGM887","BU1","PGM242","1","0","."
"26","BU1","SBU 33","54754","X25039","I",0,0,1,2032,1916,1916,0,0,76,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,2016-04-18,"RN9",40,"SWW","FL","NA03","G03","Administrative Associate Sr","FR53","R","7",0,0,0,"Indirect","HQ",NA,"1","0","."
"27","BU1","SBU 33","54754","X10357","I",0,0,1,1648,1398,1398,0,4,158,0,0,12,0,80,0,0,0,0,0,0,0,0,0,0,2010-08-16,"RN9",30,"FXP","MD","NA05","G05","Administrative Specialist Sr","FR53","R","9",0,0,0,"Indirect","HQ",NA,"1","0","."
"28","BU1","SBU 33","54754","X16843","I",0.0385365853658537,0.0415570752235665,0.958442924776433,2050,1901,1822,79,0,93,0,0,0,0,56,0,0,0,0,0,0,0,0,0,22,2007-03-19,"RN9",40,"SWW","VA","NA04","G04","Administrative Specialist","FR53","R","8",0,0,0,"Indirect","HQ",NA,"1","0","."
"29","BU1","SBU 33","54754","X13204","I",0.501342281879195,0.504048582995951,0.49527665317139,1490,1482,734,747,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2016-11-07,"RN9",40,"SWW","TX","NA03","G03","Administrative Associate Sr","FR53","R","8",0,0,0,"Indirect","HQ","PGM248","1","0","."
"30","BU1","SBU 33","54754","X13567","I",0,0,1,2143,1958,1958,0,95,105,0,8,0,0,72,0,0,0,0,0,0,0,0,0,0,2015-07-13,"RN9",40,"SWW","FL","NF04","G04","Facility Ops Specialist","FR53","R","7",0,0,0,"Indirect","HQ",NA,"1","0","."
"31","BU1","SBU 33","54754","X20453","D",0.995398773006135,0.995398773006135,0.00460122699386503,1304,1304,6,1298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-11-28,"RN9",40,"SWW","TX","NA03","G03","Administrative Associate Sr","FR53","R","9",0,0,0,"PGM459","BU6",NA,"1","0","."
"32","BU1","SBU 33","54754","X23979","I",0.281683168316832,0.312637362637363,0.687362637362637,2020,1820,1251,569,1,121,0,0,0,0,80,0,0,0,0,0,0,0,0,0,47,2015-04-01,"RN9",40,"SWW","FL","NA04","G04","Administrative Specialist","FR53","R","7",0,0,0,"Indirect","HQ","PGM291","1","0","."
"33","BU1","SBU 33","54754","X13635","I",0,0,1,2048,1871,1871,0,2,97,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,2014-03-10,"RN9",40,"SWW","FL","NA03","G03","Administrative Associate Sr","FR53","R","6",0,0,0,"Indirect","HQ",NA,"1","0","."
"34","BU1","SBU 33","54754","X13390","I",0.000980872976949485,0.00112296462661426,0.998877035373386,2039,1781,1779,2,0,178,0,0,0,0,80,0,8,0,0,0,0,0,0,0,0,2009-12-14,"RN9",40,"SWW","FL","AA70","G09","Prcpl Pgm Cost Sch&Ctl Anal","FR53","R","7",0,0,0,"Indirect","HQ","PGM391","1","0","."
"35","BU1","SBU 33","54754","X15271","I",0,0,1,2079,1819,1819,0,9,180,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,2010-05-17,"RN9",40,"SWW","FL","NA03","G03","Administrative Associate Sr","FR53","R","6",0,0,0,"Indirect","HQ",NA,"1","0","."
"36","BU1","SBU 33","54754","X21005","I",0.0702357563850688,0.0800223838836038,0.920537213206491,2036,1787,1645,143,10,129,0,0,40,0,80,0,-1,0,0,0,0,0,0,0,59.6,2008-01-31,"RN9",40,"SWW","FL","BJ93","G06","Business Planner  I","FR53","R","7",0,0,0,"Indirect","HQ","PGM686","1","0","."
"37","BU1","SBU 33","54754","X24369","I",0.00618752974773917,0.00683491062039958,0.9931650893796,2101,1902,1889,13,121,47,0,0,72,0,80,0,0,0,0,0,0,0,0,0,0,2013-07-08,"RN9",40,"SWW","FL","NF04","G04","Facility Ops Specialist","FR53","R","7",0,0,0,"Indirect","HQ",NA,"1","0","."
"38","BU1","SBU 33","54755","X11937","D",0.893486590038314,0.990654205607477,0.00934579439252336,1305,1177,11,1166,0,80,0,0,0,0,48,0,7,0,0,0,0,0,0,0,450.5,2012-05-14,"RN9",40,"SWW","SC","CS23","E04","Sr. Cyber Engineer II","FR53","R","8",0,0,0,"PGM549","HQ","Indirect","0","Resignation","42811"
"39","BU1","SBU 33","54755","X23455","D",0.860058309037901,0.989379541643376,0.0106204583566238,2058,1789,19,1770,18,189,0,0,0,0,80,0,0,0,0,0,0,0,0,0,24,2010-02-15,"RN9",40,"SWW","SC","CS24","G10","Principal Cyber Engineer","FR53","R","8",0,0,0,"PGM729","BU1","Indirect","1","0","."
"40","BU1","SBU 33","54755","X11059","D",0.849408553230209,0.938662644544997,0.0613373554550025,2198,1989,122,1867,183,137,0,0,0,0,72,0,1,0,0,0,0,0,0,0,12,2007-07-09,"RN9",40,"SWW","SC","CS22","G08","Sr. Cyber Engineer I","FR53","R","8",0,0,0,"PGM729","BU1","Indirect","1","0","."
"41","BU1","SBU 33","54755","X12283","D",0.89561792220581,0.96294335627316,0.0370566437268396,2031,1889,70,1819,0,60,0,0,0,0,82,0,49,0,0,0,0,0,0,0,1547.5,2016-05-31,"RN9",40,"SWW","SC","CS20","G06","Cyber  Engineer I","FR53","R","8",97,0,0,"PGM549","HQ",NA,"1","0","."
"42","BU1","SBU 33","54755","X12927","D",0.878319652341864,0.985907859078591,0.0140921409214092,2071,1845,26,1819,5,146,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,2014-03-31,"RN9",40,"SWW","SC","CS24","G10","Principal Cyber Engineer","FR53","R","8",0,0,0,"PGM809","BU1","Indirect","1","0","."
"43","BU1","SBU 33","54755","X15446","D",0.802413273001508,0.874041621029573,0.125958378970427,1989,1826,230,1596,0,99,0,0,0,0,64,0,2,0,0,0,0,0,0,0,1428,2015-07-13,"RN9",40,"SWW","SC","CS24","G10","Principal Cyber Engineer","FR53","R","8",0,0,0,"PGM549","HQ","Indirect","0","Resignation","42930"
"44","BU1","SBU 33","54755","X13108","D",0.784674657534247,0.882947976878613,0.117052023121387,2336,2076,243,1833,281,180,0,0,0,0,80,0,0,0,0,0,0,0,0,0,25.3,2006-04-26,"RN9",40,"SWW","SC","CS24","G10","Principal Cyber Engineer","FR53","R","8",0,0,0,"PGM248","BU1","Indirect","1","0","."
"45","BU1","SBU 33","54755","X15345","D",0.881756756756757,0.90625,0.09375,296,288,27,261,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,261,2017-06-05,"RN9",40,"SWW","SC","CS20","G06","Cyber  Engineer I","FR53","R","8",0,0,0,"PGM549","HQ","Indirect","1","0","."
"46","BU1","SBU 33","54755","X26426","D",0.829337094499295,0.951969778737183,0.0480302212628171,2127,1853,89,1764,65,203,0,0,0,0,72,0,5,0,0,0,0,0,0,0,227.2,2006-10-23,"RN9",40,"SWW","SC","CS24","G10","Principal Cyber Engineer","FR53","R","8",0,0,0,"PGM766","BU1","PGM778","1","0","."
"47","BU1","SBU 33","54755","X18436","D",0.727793696275072,0.801261829652997,0.199263932702419,2094,1902,379,1524,30,112,0,0,0,0,80,0,0,0,0,0,0,0,0,0,351.5,2016-01-18,"RN9",40,"SWW","SC","CE37","G06","Software Engineer I","FR53","R","8",40,0,0,"PGM423","BU1","PGM549","1","0","."
"48","BU1","SBU 33","54755","X27958","D",0.311483489403647,0.337426588360918,0.662573411639082,2029,1873,1241,632,0,76,0,0,0,0,80,0,-7,0,0,0,0,0,0,0,140.05,2008-06-16,"RN9",40,"SWW","SC","CS24","G10","Principal Cyber Engineer","FR53","R","7",0,0,0,"Indirect","HQ","PGM423","1","0","."
"49","BU1","SBU 33","54755","X19293","D",0.861896080218779,0.937066402378593,0.0629335976214073,2194,2018,127,1891,149,96,0,0,0,0,80,0,0,0,0,0,0,0,0,0,240.75,2011-06-15,"RN9",40,"SWW","SC","CS27","G09","Manager I Cyber Engineering","FR53","R","8",0,0,0,"PGM423","BU1","PGM766","1","0","."
"50","BU1","SBU 33","54755","X23857","D",0.797066014669927,0.952659263588545,0.0473407364114553,2045,1711,81,1630,0,255,0,0,0,0,80,0,-1,0,0,0,0,0,0,0,1,2007-10-04,"RN9",40,"SWW","SC","CS23","G09","Sr. Cyber Engineer II","FR53","R","8",0,0,0,"PGM729","BU1","Indirect","1","0","."
"51","BU1","SBU 33","54755","X24797","D",0.850732168162494,0.99228650137741,0.00771349862258953,2117,1815,14,1801,45,231,0,0,0,0,72,0,0,0,0,0,0,0,0,0,923,2004-03-29,"RN9",40,"TF3","SC","CS24","G10","Principal Cyber Engineer","FR53","R","9",0,0,0,"PGM549","HQ","PGM248","1","0","."
"52","BU1","SBU 33","54755","X21269","D",0.897312859884837,0.977522216414009,0.0224777835859906,2084,1913,43,1870,25,91,0,0,0,0,80,0,0,0,0,0,0,0,0,0,139.25,2014-08-18,"RN9",40,"SWW","SC","CS21","G07","Cyber  Engineer II","FR53","R","8",0,0,0,"PGM766","BU1","PGM778","1","0","."
"53","BU1","SBU 33","54755","X17488","D",0.859127934834691,0.971289274106175,0.0287107258938245,2087,1846,53,1793,62,177,0,0,0,0,64,0,0,0,0,0,0,0,0,0,32,2014-07-28,"RN9",40,"SWW","SC","CS23","G09","Sr. Cyber Engineer II","FR53","R","8",0,0,0,"PGM766","BU1","PGM324","1","0","."
"54","BU1","SBU 33","54755","X19702","D",0.75,0.75,0.25,80,80,20,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2017-07-17,"RN9",40,"SWW","SC","CS20","G07","Cyber  Engineer I","FR53","R","8",0,0,0,"PGM549","HQ","Indirect","1","0","."
"55","BU1","SBU 33","54755","X23392","D",0.898795180722892,0.995197438633938,0.0048025613660619,2075,1874,9,1865,0,121,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0.3,2013-05-20,"RN9",40,"SWW","SC","CS21","G07","Cyber  Engineer II","FR53","R","8",0,0,0,"PGM809","BU1","Indirect","1","0","."
"56","BU1","SBU 33","54755","X14574","D",0.8408203125,0.946153846153846,0.0538461538461538,2048,1820,98,1722,20,116,0,8,24,0,80,0,0,0,0,0,0,0,0,0,0,2004-04-12,"RN9",40,"TF3","SC","CS24","G10","Principal Cyber Engineer","FR53","R","9",0,0,0,"PGM517","BU1",NA,"1","0","."
"57","BU1","SBU 33","54755","X14160","D",0.631760078662734,0.697232772653283,0.303309820944113,2034,1843,559,1285,0,111,0,0,0,0,80,0,32,0,0,0,0,0,0,0,1139.4,2015-11-16,"RN9",40,"SWW","SC","CS21","G07","Cyber  Engineer II","FR53","R","8",0,0,0,"PGM549","HQ",NA,"1","0","."
"58","BU1","SBU 33","54755","X15166","D",0.890882638215325,0.978168264110756,0.0218317358892439,2062,1878,41,1837,2,120,0,0,0,0,64,0,-16,0,0,0,0,0,0,0,18.1,2013-09-16,"RN9",40,"SWW","FL","CS24","G10","Principal Cyber Engineer","FR53","R","8",0,0,0,"PGM391","BU1","Indirect","1","0","."
"59","BU1","SBU 33","54755","X17088","D",0.902804642166344,0.998929909042269,0.00107009095773141,2068,1869,2,1867,4,135,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,2010-07-26,"RN9",40,"SWW","SC","CS25","G11","Sr. Principal Cyber Engineer","FR53","R","8",0,0,0,"PGM809","BU1",NA,"1","0","."
"60","BU1","SBU 33","54755","X20861","D",0,0,1,358,218,218,0,0,132,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2008-07-21,"RN9",30,"RHP","SC","CS23","G09","Sr. Cyber Engineer II","FR53","R","8",0,0,0,"Indirect",NA,NA,"0","Layoff","42832"
"61","BU1","SBU 33","54755","X11297","D",0.928341384863124,0.997404844290657,0.00259515570934256,2484,2312,6,2306,417,92,0,0,0,0,80,0,-30,0,0,0,0,0,0,0,3,2013-09-30,"RN9",40,"SWW","SC","CS23","G09","Sr. Cyber Engineer II","FR53","R","8",0,0,0,"PGM423","BU1","Indirect","1","0","."
"62","BU1","SBU 33","54755","X25096","D",0.676282051282051,0.77007299270073,0.22992700729927,312,274,63,211,0,30,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,2011-10-03,"RN9",40,"SWW","SC","BA63","A01","Industrial Security Spec I","FR53","R","8",0,0,0,"Mgmt Alloc",NA,NA,"0","Resignation","42636"
"63","BU1","SBU 33","54755","X20771","D",0.732705882352941,0.824245632609847,0.175754367390154,2125,1889,332,1557,45,156,0,0,0,0,80,0,0,0,0,0,0,0,0,0,19,2013-02-18,"RN9",40,"SWW","SC","CS21","G07","Cyber  Engineer II","FR53","R","8",0,0,0,"PGM729","BU1","Indirect","1","0","."
"64","BU1","SBU 33","54755","X14381","D",0.854439592430859,0.918143899895725,0.0813347236704901,2061,1918,156,1761,40,79,0,0,0,0,64,2,13,0,0,0,0,0,0,0,93.45,2012-08-06,"RN9",40,"SWW","SC","CS23","G09","Sr. Cyber Engineer II","FR53","R","8",0,0,0,"PGM324","BU1","Indirect","1","0","."
"65","BU1","SBU 33","54756","X23661","I",0,0,1,2023,1876,1876,0,0,75,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,2007-02-23,"RN9",40,"SWW","SC","BJ40","G08","Sr Administrator","FR53","R","8",0,0,0,"Indirect","HQ",NA,"1","0","."
"66","BU1","SBU 33","54916","X11703","D",0.829488465396189,0.948938611589214,0.051061388410786,1994,1743,89,1654,26,147,0,0,0,0,104,0,-6,0,0,0,0,0,0,0,18.5,2013-02-04,"RN9",40,"SWW","FL","CS23","G09","Sr. Cyber Engineer II","FR53","R","8",0,0,0,"PGM835","BU1","Indirect","1","0","."
"67","BU1","SBU 33","54916","X23481","D",0.878339694656489,0.985546038543897,0.0149892933618844,2096,1868,28,1841,79,140,0,0,0,0,88,2,11,0,0,0,0,0,0,0,605.5,2014-08-25,"RN9",40,"SWW","FL","CS22","G08","Sr. Cyber Engineer I","FR53","R","8",0,0,0,"PGM549","HQ","PGM391","0","Resignation","42949"
"68","BU1","SBU 33","54916","X19268","D",0.824904580152672,0.958957293399889,0.0410427066001109,2096,1803,74,1729,79,189,0,0,0,0,104,0,-6,0,0,0,0,0,0,0,431.5,2011-06-06,"RN9",40,"SWW","VA","CS24","G10","Principal Cyber Engineer","FR53","R","8",0,0,0,"PGM291","BU1","PGM686","1","0","."
"69","BU1","SBU 33","54916","X16553","D",0.887987012987013,1,0,2464,2188,0,2188,424,196,0,0,0,0,80,0,0,0,0,0,0,0,0,0,819,2013-09-03,"RN9",40,"SWW","TX","CS25","G11","Sr. Principal Cyber Engineer","FR53","R","8",0,0,0,"PGM248","BU1","PGM549","1","0","."
"70","BU1","SBU 33","54916","X18375","D",0.880563124432334,1,0,2202,1939,0,1939,146,183,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,2010-09-27,"RN9",40,"SWW","FL","CS24","G10","Principal Cyber Engineer","FR53","R","8",0,0,0,"PGM468","BU1","PGM411","1","0","."
"71","BU1","SBU 33","54916","X24587","D",0.913237481408032,0.986609534011784,0.0133904659882164,2017,1867,25,1842,0,71,0,0,0,0,80,0,-3,0,0,0,0,0,0,0,1297.3,2016-07-05,"RN9",40,"SWW","SC","CS24","G10","Principal Cyber Engineer","FR53","R","8",0,0,0,"PGM549","HQ","PGM409","1","0","."
"72","BU1","SBU 33","54916","X28008","D",0.889733840304182,0.990476190476191,0.00952380952380952,2104,1890,18,1872,29,142,0,0,0,0,72,0,4,0,0,0,0,0,0,0,2,2015-03-16,"RN9",40,"SWW","FL","CS22","G08","Sr. Cyber Engineer I","FR53","R","8",0,0,0,"PGM291","BU1","PGM835","1","0","."
"73","BU1","SBU 33","54916","X27147","D",0.891658676893576,0.974332111052907,0.0261917234154007,2086,1909,50,1860,41,97,0,0,0,0,80,0,7,0,0,0,0,0,0,0,1175.5,2015-08-31,"RN9",40,"SWW","FL","CF13","G11","Manager III-Program Management","FR53","R","8",0,0,0,"PGM637","BU1","PGM835","1","0","."
"74","BU1","SBU 33","54916","X24659","D",0.888888888888889,0.969190600522193,0.0308093994778068,2088,1915,59,1856,40,77,0,0,0,0,96,0,1,0,0,0,0,0,0,0,0,2015-06-15,"RN9",40,"SWW","TX","CE37","G06","Software Engineer I","FR53","R","9",0,0,0,"PGM835","BU1","Indirect","1","0","."
"75","BU1","SBU 33","54916","X20533","D",0.915362035225049,1,0,2044,1871,0,1871,11,93,0,0,0,0,80,24,20,0,0,0,0,0,0,0,0,2015-08-24,"RN9",40,"SWW","FL","CS21","G07","Cyber  Engineer II","FR53","R","8",0,0,0,"PGM835","BU1","PGM207","1","0","."
"76","BU1","SBU 33","54916","X25839","D",0.893848666303756,0.995755003032141,0.00424499696785931,1837,1649,7,1642,167,119,0,0,0,0,70,0,-3,0,0,0,0,0,0,0,3,2015-05-18,"RN9",40,"SWW","VA","CS20","G06","Cyber  Engineer I","FR53","R",".",0,0,0,"PGM291","BU1","PGM761","0","Resignation","42881"
"77","BU1","SBU 33","54916","X27630","D",0.927703875072296,0.987076923076923,0.0129230769230769,1729,1625,21,1604,20,40,0,0,0,0,64,0,-29,0,0,0,0,0,0,0,13,2016-10-03,"RN9",40,"SWW","SC","CS22","G08","Sr. Cyber Engineer I","FR53","R","8",84,0,0,"PGM248","BU1","Indirect","1","0","."
"78","BU1","SBU 33","54916","X20107","D",0.868613138686131,0.915384615384615,0.0846153846153846,274,260,22,238,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,238,2013-01-21,"RN9",20,"RHP","FL","CS22","G08","Sr. Cyber Engineer I","FR53","R","8",0,0,0,"PGM549","HQ","Indirect","1","0","."
"79","BU1","SBU 33","54916","X20733","D",0.79855421686747,0.883262260127932,0.11727078891258,2075,1876,220,1657,43,103,0,0,0,0,96,0,0,0,0,0,0,0,0,0,98,2011-06-06,"RN9",40,"SWW","TX","CS24","G10","Principal Cyber Engineer","FR53","R","8",0,0,0,"PGM601","BU1","PGM491","1","0","."
